sa_finance1_cocode	sa_company_name	sa_finance1_year	sa_ann_rep_months	sa_fs_format	sa_pct_shares_hld_govt	sa_bd_tot_risk_wt_ast_and_contingencies	sa_bsl_cap_adeq_ratio	sa_bsl_t1_cap_adeq_ratio	sa_bsl_tot_elg_cap	sa_bsl_tier1_elg_cap	sa_bd_bsl3_cet1_cap_ratio	sa_bd_bsl3_cap_adeq_ratio	sa_bd_bsl3_t1_cap_adeq_ratio	sa_bd_bsl3_t2_cap_adeq_ratio	sa_bd_bsl3_cap_adeq_amt	sa_bd_cap_adeq_ratio_series	sa_bd_int_inc_pct_working_funds	sa_bd_non_int_inc_pct_working_funds	sa_bd_op_profit_pct_working_funds	sa_gnpa_advance	sa_bd_nnpa_pct_net_adv	sa_bd_return_on_ast	sa_bd_profit_per_employee	sa_bd_gross_npa_opening_bal	sa_bd_gross_npa_closing_bal	sa_bd_net_npa_opening_bal	sa_bd_net_npa_closing_bal	sa_bd_prov_for_npa	sa_total_gross_restruc_acs	sa_bd_non_corp_debt_restruct	sa_bd_corp_debt_restruct	sa_bd_total_no_borrower_restuct_acs	sa_bd_total_no_borrower_non_corp_debt_restruct	sa_bd_total_no_borrower_corp_debt_restruct	sa_bd_gross_npa_bank	sa_bd_gross_npa_rbi	sa_bd_divergence_gross_npa	sa_bd_net_npa_bank	sa_bd_net_npa_rbi	sa_bd_divergence_net_npa	sa_bd_credit_deposit_ratio	sa_net_int_margin	sa_bd_int_spread	sa_bd_avg_ret_on_adv	sa_bd_avg_cost_of_deposits
172261	PATAN CO-OPERATIVE BANK LTD.	20110331	12	IGAAP	NA	363.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.42	NA	NA	NA	NA	NA	NA	NA	NA	31.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	49.91	NA	NA	NA	NA
172261	PATAN CO-OPERATIVE BANK LTD.	20120331	12	IGAAP	NA	374.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.19	NA	NA	NA	NA	NA	NA	NA	NA	30.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	49.85	NA	NA	NA	NA
183763	PUNJAB & MAHARASHTRA CO-OP. BANK LTD.	20090331	12	IGAAP	NA	12897	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.36	8.91	1.2	1.66	NA	1.42	1.67	0.5	316.8	669	NA	NA	489.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.06
183763	PUNJAB & MAHARASHTRA CO-OP. BANK LTD.	20100331	12	IGAAP	NA	15931.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.33	8.21	1.01	1.18	NA	NA	1.09	0.4	669	480.2	NA	NA	356.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.06
183763	PUNJAB & MAHARASHTRA CO-OP. BANK LTD.	20110331	12	IGAAP	NA	18669.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.23	8.66	0.91	1.17	NA	NA	0.94	0.4	480.2	410.6	NA	95.7	240	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.28	NA	NA	6.67
183763	PUNJAB & MAHARASHTRA CO-OP. BANK LTD.	20120331	12	IGAAP	NA	25851.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.28	9.62	0.67	1.45	NA	NA	1.05	0.4	410.6	257.1	NA	39.1	143.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.28	NA	NA	7.7
183763	PUNJAB & MAHARASHTRA CO-OP. BANK LTD.	20130331	12	IGAAP	NA	31561.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.83	9.64	1.01	1.47	0.98	0.18	1.1	0.4	257.1	302.3	NA	55.6	166.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.6	NA	NA	8.36
183763	PUNJAB & MAHARASHTRA CO-OP. BANK LTD.	20140331	12	IGAAP	NA	38441.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.54	10.02	0.66	1.38	0.84	0.19	1.11	0.5	302.3	317.2	NA	72.9	147.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.5	NA	NA	8.52
183763	PUNJAB & MAHARASHTRA CO-OP. BANK LTD.	20150331	12	IGAAP	NA	50130.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.43	40.12	0.87	1.76	1.07	0.45	1.11	0.6	317.2	525.7	NA	219.7	189.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.29	NA	NA	8.64
183763	PUNJAB & MAHARASHTRA CO-OP. BANK LTD.	20160331	12	IGAAP	NA	59897.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.2	10.41	0.52	1.59	1.39	0.7	0.95	0.5	525.7	765.2	NA	384.2	283.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.28	NA	NA	8.28
183763	PUNJAB & MAHARASHTRA CO-OP. BANK LTD.	20170331	12	IGAAP	NA	73426.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.32	10.1	0.99	1.96	1.74	0.96	0.98	0.6	765.2	1118.6	NA	612.5	490.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.49	NA	NA	7.65
183763	PUNJAB & MAHARASHTRA CO-OP. BANK LTD.	20180331	12	IGAAP	NA	82638.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.29	9.62	0.66	1.86	1.99	1.05	0.93	0.6	1118.6	1480	612.5	771.5	708.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.38	NA	0.89	7.12
183763	PUNJAB & MAHARASHTRA CO-OP. BANK LTD.	20190331	12	IGAAP	NA	83635.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.62	9.08	0.66	1.84	3.76	2.19	0.82	0.6	1480	3152.4	771.5	1805.9	1346.5	295.8	295.8	NA	3	3	NA	NA	NA	NA	NA	NA	NA	NA	4.25	NA	0.75	7.01
183764	PUNJAB & SIND BANK	20090331	12	IGAAP	100	NA	14.35	8.44	NA	NA	NA	NA	NA	NA	NA	14.35	9.35	1.17	2.08	NA	0.32	1.24	0.5	1355.3	1610.4	669.7	780.3	789.5	5328.9	5272.1	56.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
183764	PUNJAB & SIND BANK	20100331	12	IGAAP	100	NA	13.1	7.68	39004.7	NA	NA	NA	NA	NA	NA	13.1	8.13	0.85	1.81	NA	0.36	1.05	0.6	1610.4	2061.5	780.3	1166.3	862	6361.3	6076.9	284.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.45	NA	10.45	6.32
183764	PUNJAB & SIND BANK	20110331	12	IGAAP	82.07	NA	12.94	8.35	49738.5	NA	NA	NA	NA	NA	NA	12.94	8.4	0.74	1.73	NA	0.56	0.9	0.6	2061.5	4242.8	1166.3	2379.4	1827.4	12371.7	11549.8	821.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.92	NA	10.31	6.19
183764	PUNJAB & SIND BANK	20120331	12	IGAAP	78.16	NA	13.26	8.55	57068.8	36788.9	NA	NA	NA	NA	NA	13.26	9.3	0.6	1.09	1.65	1.19	0.65	0.6	4242.8	7634.4	2379.4	5475.6	2064.4	22129.6	16331.7	1375.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.41	NA	11.84	7.97
183764	PUNJAB & SIND BANK	20130331	12	IGAAP	79.86	NA	12.91	8.38	62513.8	40572.5	NA	NA	NA	NA	NA	12.91	9.6	0.55	1.23	NA	2.16	0.44	0.4	7634.4	15369	5475.6	11103.8	4125.6	59562.7	58354.4	1208.3	96	89	7	NA	NA	NA	NA	NA	NA	NA	2.15	NA	11.86	8.32
183764	PUNJAB & SIND BANK	20140331	12	IGAAP	81.42	NA	12.1	8.1	64820.2	43404	7.27	11.04	7.62	3.42	NA	11.04	9.25	0.5	0.93	4.41	3.35	0.35	0.3	15369	25535.2	11103.8	19186	6186.7	64227.2	60651.5	3575.7	92	81	11	NA	NA	NA	NA	NA	NA	NA	1.88	NA	11.34	8.22
183764	PUNJAB & SIND BANK	20150331	12	IGAAP	79.62	NA	11.88	8.51	67099.8	48075.5	8.48	11.24	8.48	2.76	NA	11.24	9.2	0.46	0.83	4.76	3.55	0.13	0.1	25535.2	30821.9	19186	22660	7920.2	83798.3	75671.4	8126.9	301	289	12	NA	NA	NA	NA	NA	NA	NA	1.8	NA	11.12	8.21
183764	PUNJAB & SIND BANK	20160331	12	IGAAP	79.62	NA	11.75	8.77	67846.4	50640.7	9.29	10.91	9.29	1.62	NA	10.91	8.91	0.49	1.29	6.48	4.62	0.34	0.4	30821.9	42290.5	22660	29494.7	12667.1	40393.6	34528.7	5864.9	237	230	7	NA	NA	NA	NA	NA	NA	NA	2.22	NA	10.7	7.47
183764	PUNJAB & SIND BANK	20170331	12	IGAAP	79.62	NA	11.57	8.4	118634.7	49906.3	9.14	11.05	9.14	1.91	NA	11.05	8.17	0.58	1.24	NA	7.51	0.2	0.2	42290.5	62975.9	29494.7	43750.8	18829.3	14866.4	14089.9	776.5	24	22	2	42290.5	47676.5	5386	29494.7	32541.7	3047	NA	NA	NA	9.73	6.73
183764	PUNJAB & SIND BANK	20180331	12	IGAAP	85.56	NA	11.27	8.87	130066.4	57299.5	8.37	11.25	9.85	1.4	NA	11.25	7.42	0.54	1.07	NA	6.93	-0.69	-0.008	62975.9	78016.5	43750.8	46078.7	31541.8	6367.4	6367.4	NA	13	13	NA	62975.9	68402.9	5427	43750.8	47002.8	3252	NA	NA	NA	8.8	5.93
183764	PUNJAB & SIND BANK	20190331	12	IGAAP	85.56	NA	10.71	8.27	117522.1	57517.2	7.8	10.93	9.5	1.43	NA	10.93	7.42	0.72	1.21	NA	7.22	-0.47	-0.606	78016.5	86058.7	46078.7	49942.3	35636	4265.7	3538	NA	1221	1221	NA	78016.5	78884.5	868	46078.7	45245.7	-833	NA	NA	NA	8.61	6.01
183861	PUNJAB NATIONAL BANK	20090331	12	IGAAP	57.8	NA	14.03	8.98	215697.7	137999.2	NA	NA	NA	NA	NA	14.03	8.47	1.36	2.52	NA	0.17	1.39	0.6	30214.6	25069	7537.8	2638.5	22154.1	NA	37221.2	3525.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.52	3.15	8.43	5.51
183861	PUNJAB NATIONAL BANK	20100331	12	IGAAP	57.8	NA	14.16	9.11	267635.6	172273	NA	NA	NA	NA	NA	14.16	7.87	1.33	2.69	NA	0.53	1.44	0.7	25069	32144.1	2638.6	9816.9	21800.5	NA	63146.4	17063.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	74.84	3.57	NA	10.36	5.8
183861	PUNJAB NATIONAL BANK	20110331	12	IGAAP	58	NA	12.42	8.84	308876.8	209788.7	NA	NA	NA	NA	NA	12.42	8.11	1.09	2.72	NA	0.85	1.34	0.8	32144.1	43793.9	9816.9	20386.3	22967.5	23488.1	28079.4	4101.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	77.38	3.96	NA	10.58	5.24
183861	PUNJAB NATIONAL BANK	20120331	12	IGAAP	56.1	NA	12.63	9.28	368525.9	270799.7	NA	NA	NA	NA	NA	12.63	8.89	1.03	2.59	2.93	1.52	1.19	0.8	43793.9	87196.2	20386.3	44542.3	41840.6	127593.7	193327.3	65812.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	77.39	3.84	NA	11.67	6.59
183861	PUNJAB NATIONAL BANK	20130331	12	IGAAP	57.87	NA	12.72	9.76	412726.7	316642.2	NA	NA	NA	NA	NA	12.72	8.83	0.89	2.3	4.27	2.35	1	0.8	87196.2	134657.9	44542.3	72365	61028.4	321434.4	217001.4	104433	2975	2891	84	NA	NA	NA	NA	NA	NA	78.86	3.52	NA	11.06	6.82
183861	PUNJAB NATIONAL BANK	20140331	12	IGAAP	58.87	NA	12.28	9.29	457410.7	346056	8.55	11.52	8.87	2.65	NA	11.52	8.31	0.88	2.19	5.25	2.85	0.64	0.5	134657.9	188800.6	72365	99169.9	87371.6	366400.6	199382.5	167018.2	774	663	111	NA	NA	NA	NA	NA	NA	77.38	3.44	NA	10.36	6.33
183861	PUNJAB NATIONAL BANK	20150331	12	IGAAP	59.86	NA	12.99	9.63	515967	382453.4	8.74	12.21	9.3	2.91	NA	12.21	8	1.02	2.06	6.55	4.06	0.53	0.5	188800.6	256948.6	99169.9	153965	98017.6	423391	239411	183809.4	736	774	108	NA	NA	NA	NA	NA	NA	75.9	3.15	NA	9.88	6.09
183861	PUNJAB NATIONAL BANK	20160331	12	IGAAP	62.08	NA	11.95	8.07	487563.8	329191.4	7.87	11.28	8.41	2.87	NA	11.28	7.28	1.06	1.88	12.9	8.61	-0.61	-0.6	256948.6	558183.3	153965	354225.6	198544.3	319747	165991.8	153755.3	372	288	84	NA	NA	NA	NA	NA	NA	74.55	2.6	NA	9.1	5.85
183861	PUNJAB NATIONAL BANK	20170331	12	IGAAP	65.01	NA	12.33	8.41	536126.2	365760.6	7.87	11.66	8.91	2.75	NA	11.66	6.74	1.28	2.08	12.53	7.81	0.19	0.2	558183.3	553704.5	354225.6	327021	220434.9	191098.2	99079	92019.3	190	132	58	558183.3	559558.6	1375.3	354225.6	347995.3	-6230.3	67.47	2.38	NA	8.29	5.33
183861	PUNJAB NATIONAL BANK	20180331	12	IGAAP	62.25	NA	NA	NA	NA	NA	5.95	9.2	7.12	2.08	NA	9.2	6.26	1.16	1.34	18.38	11.24	-1.6	-1.7	553704.5	866200.5	327021	486842.9	376118.2	125063.2	80223.5	44839.9	973	930	43	553704.5	575775.5	22071	327021	341170	14149	67.54	2.16	NA	7.49	4.96
183861	PUNJAB NATIONAL BANK	20190331	12	IGAAP	75.41	NA	NA	NA	NA	NA	6.2	9.73	7.49	2.24	NA	9.73	6.44	0.93	1.63	15.5	6.56	-1.25	-1.5	866200.5	784727	486842.9	300376.6	481198.1	47154.3	41151.5	6002.9	1765	1758	7	866200.5	875157.5	8957	486842.9	458131.9	-28711	67.79	2.41	NA	7.72	5.14
187710	R S CO-OPERATIVE BANK LTD.	20090331	12	IGAAP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.74	10.25	1.19	1.53	NA	NA	0.4	0.1	14.2	25.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
188444	COOPERATIEVE RABOBANK U A	20120331	9	IGAAP	NA	5076.1	123.86	123.47	5953.8	5935.1	NA	NA	NA	NA	NA	123.86	6.31	5.6	2.66	NA	NA	0.4	0.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
188444	COOPERATIEVE RABOBANK U A	20130331	12	IGAAP	NA	9113.7	70.34	69.97	5999.3	5968.1	NA	NA	NA	NA	NA	70.34	8.41	2.44	2.84	NA	NA	1.42	2.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
188444	COOPERATIEVE RABOBANK U A	20140331	12	IGAAP	NA	NA	0	0	0	0	38.72	39.04	38.72	0.32	6081.1	39.04	8.44	5.41	5.32	NA	NA	2.66	4.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
188444	COOPERATIEVE RABOBANK U A	20150331	12	IGAAP	NA	NA	NA	NA	NA	NA	32.79	33.08	32.79	0.29	6130.9	33.08	8.39	2.85	2.28	NA	NA	1.05	2.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
188444	COOPERATIEVE RABOBANK U A	20160331	12	IGAAP	NA	NA	NA	NA	NA	NA	NA	47.05	46.7	0.35	12463	47.05	7.37	2.35	2.67	NA	0.95	1.13	5.2	NA	200	NA	170	30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
188444	COOPERATIEVE RABOBANK U A	20170331	12	IGAAP	NA	NA	NA	NA	NA	NA	NA	35.3	34.83	0.47	NA	35.3	6.87	1.19	1.74	NA	9.66	-4.15	-21.4	200	4443.5	170	1677.3	2766.2	NA	NA	NA	NA	NA	NA	200	200	0	170	170	0	NA	NA	NA	NA	NA
188444	COOPERATIEVE RABOBANK U A	20180331	12	IGAAP	NA	NA	NA	NA	NA	NA	26.48	27.29	26.48	0.81	NA	27.29	6.38	0.8	1.66	NA	NA	-6.35	-36.5	4443.5	2364.2	1677.3	NA	2364.2	NA	NA	NA	NA	NA	NA	4443.5	4443.5	0	1677.3	1677.3	0	NA	NA	NA	NA	NA
188444	COOPERATIEVE RABOBANK U A	20190331	12	IGAAP	NA	NA	NA	NA	NA	NA	24.98	26.07	24.98	1.09	NA	26.07	6.86	0.65	1.21	NA	NA	1.85	16.2	2364.2	1265.3	NA	NA	1265.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
194815	R B L BANK LTD.	20090331	12	IGAAP	NA	NA	42.3	41.69	3430.7	3381.2	NA	NA	NA	NA	NA	42.3	8.86	1.01	2.95	NA	0.68	1.96	0.5	370.9	172.7	58.1	54.5	118.2	NA	127.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.58	6.78
194815	R B L BANK LTD.	20100331	12	IGAAP	NA	NA	34.07	33.53	3547.3	3490.3	NA	NA	NA	NA	NA	34.07	7.91	0.73	1.84	NA	0.97	1.05	0.3	172.7	276.4	54.5	113.6	162.8	127.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.87	6.46
194815	R B L BANK LTD.	20110331	12	IGAAP	NA	NA	56.41	55.93	10837.2	10745.5	NA	NA	NA	NA	NA	56.41	8.15	0.8	0.83	1.12	0.36	0.53	0.1	276.4	215.1	113.6	68.9	146.2	120.9	120.9	NA	13	13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
194815	R B L BANK LTD.	20120331	12	IGAAP	NA	NA	23.2	22.83	11490.2	11309.9	NA	NA	NA	NA	NA	23.2	9.78	1.41	2.41	0.8	0.2	1.38	0.5	215.1	331.1	68.9	83.9	247.2	281.3	281.3	NA	6	6	NA	NA	NA	NA	NA	NA	NA	NA	4.34	NA	NA	NA
194815	R B L BANK LTD.	20130331	12	IGAAP	NA	NA	17.11	16.82	16222.2	15942	NA	NA	NA	NA	NA	17.11	10.04	1.44	1.79	0.4	0.11	1.06	0.5	331.1	259	83.9	68.8	190.2	248.9	248.9	NA	6	6	NA	NA	NA	NA	NA	NA	NA	NA	3.32	NA	NA	NA
194815	R B L BANK LTD.	20140331	12	IGAAP	NA	139429.7	0	0	0	0	14.33	14.64	14.33	0.31	20409	14.64	9.75	1.88	1.29	0.79	0.31	0.67	0.3	259	777.5	68.8	305.1	472.4	185.3	185.3	NA	4	4	NA	NA	NA	NA	NA	NA	NA	NA	2.84	NA	NA	NA
194815	R B L BANK LTD.	20150331	12	IGAAP	NA	173113.6	NA	NA	NA	NA	12.74	13.13	12.74	0.39	22729.1	13.13	9.65	1.99	1.78	0.77	0.27	1.02	0.6	777.5	1112.3	305	385.9	726.4	960.5	438.5	522	7	6	1	NA	NA	NA	NA	NA	NA	NA	3.14	NA	NA	NA
194815	R B L BANK LTD.	20160331	12	IGAAP	NA	267609.7	NA	NA	NA	NA	11.1	12.94	11.1	1.84	34630.4	12.94	9.31	1.66	1.84	0.98	0.59	0.99	0.8	1112.3	2080.5	385.9	1244.4	836.1	923.8	346.3	406	6	5	1	NA	NA	NA	NA	NA	NA	NA	3.1	NA	NA	NA
194815	R B L BANK LTD.	20170331	12	IGAAP	NA	371625.2	NA	NA	NA	NA	11.39	13.72	11.39	2.33	50974.7	13.72	8.99	1.83	2.23	1.2	0.64	1.08	0.9	2080.5	3568.4	1244.4	1899.4	1669	428.2	389.6	38.6	5	4	1	2080.5	5473.5	3393	1244.4	3263.4	2019	NA	3.29	NA	NA	NA
194815	R B L BANK LTD.	20180331	12	IGAAP	NA	NA	NA	NA	NA	NA	13.61	15.33	13.61	1.72	NA	15.33	8.67	2.05	2.56	1.4	0.78	1.22	1.2	3568.4	5667.3	1899.4	3125.6	2541.7	301.1	301.1	NA	2	2	NA	NA	NA	NA	NA	NA	NA	NA	3.8	NA	NA	NA
194815	R B L BANK LTD.	20190331	12	IGAAP	NA	NA	NA	NA	NA	NA	12.1	13.46	12.1	1.36	NA	13.46	9.42	2.16	2.9	1.38	1.38	1.3	1.5	5667.3	7546.2	3125.6	3727.4	3818.8	151.4	151.4	NA	5	5	NA	NA	NA	NA	NA	NA	NA	NA	4.14	NA	NA	NA
201638	S B I COMMERCIAL & INTL. BANK LTD. [MERGED]	20090331	12	IGAAP	NA	5000.3	21.24	21.24	1190.7	1204.7	NA	NA	NA	NA	NA	21.24	7.83	0.45	1.67	NA	NA	1.52	1.3	52.7	46.1	NA	2.3	43.8	NA	53.5	31.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.04	NA	10.63	6.64
201638	S B I COMMERCIAL & INTL. BANK LTD. [MERGED]	20100331	12	IGAAP	NA	4126.5	27.31	26.6	1320.5	1286.1	NA	NA	NA	NA	NA	27.31	6.04	0.88	0.5	NA	NA	0.49	0.4	46.1	32.7	2.3	3.9	28.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.5	NA	9.95	6.3
212644	SARASWAT CO-OPERATIVE BANK LTD.	20090331	12	IGAAP	NA	74051.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.92	8.13	1.47	1.82	NA	NA	1.46	1	3965.7	3652.6	-259.8	-49.8	3702.4	NA	1358	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.75	7.39
212644	SARASWAT CO-OPERATIVE BANK LTD.	20100331	12	IGAAP	NA	92690.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.63	7.54	1	0.94	NA	NA	0.74	0.5	3652.6	3623.8	-49.8	-18.4	3642.3	NA	3701.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	64.84	2.61	NA	11.47	7.12
212644	SARASWAT CO-OPERATIVE BANK LTD.	20110331	12	IGAAP	NA	111548.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.74	7.88	0.93	1.53	NA	NA	1.16	0.9	3623.8	3744.1	-18.4	-0.5	3744.7	NA	3269.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	72.86	3.52	NA	11.14	6.24
212644	SARASWAT CO-OPERATIVE BANK LTD.	20120331	12	IGAAP	NA	125977.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.37	8.56	0.9	1.45	NA	NA	1.12	0.9	3744.1	4027.1	-0.5	0	4027.2	2513.7	2513.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.47	NA	12	7.2
212644	SARASWAT CO-OPERATIVE BANK LTD.	20130331	12	IGAAP	NA	134738.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.15	9.34	1.06	0.58	NA	NA	0.46	0.4	4027.2	6634.4	NA	-0.4	6634.8	2704.7	1629.8	1074.9	46	42	4	NA	NA	NA	NA	NA	NA	NA	3.3	NA	12.35	7.7
212644	SARASWAT CO-OPERATIVE BANK LTD.	20140331	12	IGAAP	NA	146957.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.11	8.46	0.95	0.62	NA	NA	0.55	0.4	6634.4	7262	-0.4	0	7262.1	2770.6	818.6	1952	30	25	5	NA	NA	NA	NA	NA	NA	NA	2.79	NA	11.58	7.65
212644	SARASWAT CO-OPERATIVE BANK LTD.	20150331	12	IGAAP	NA	169355.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.57	8.57	1.07	0.88	NA	NA	0.61	0.7	7262	7148.2	NA	1148.2	6000	5564	3184	2380	35	29	6	NA	NA	NA	NA	NA	NA	NA	2.41	NA	NA	7.76
212644	SARASWAT CO-OPERATIVE BANK LTD.	20160331	12	IGAAP	NA	200262.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.15	7.99	1.07	0.73	NA	NA	0.62	0.6	7148.2	8486.2	1148.2	3632.5	4853.7	5203.6	3183.5	2020.1	28	22	6	NA	NA	NA	NA	NA	NA	NA	2.3	NA	NA	7.45
212644	SARASWAT CO-OPERATIVE BANK LTD.	20170331	12	IGAAP	NA	200205.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	14	7.98	1.13	0.84	3.72	1.82	0.62	0.8	8486.2	9977.7	3632.5	3800.3	6177.5	4421.5	3154.2	1267.3	27	21	5	NA	NA	NA	NA	NA	NA	NA	2.29	NA	NA	6.82
212644	SARASWAT CO-OPERATIVE BANK LTD.	20180331	12	IGAAP	NA	213683	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.6	7.3	1.05	0.83	3.72	0.94	0.6	0.8	9977.7	8722.7	3800.3	2139.1	6583.7	4916.5	4199.9	716.6	21	15	3	NA	NA	NA	NA	NA	NA	NA	2.19	NA	NA	6.2
212644	SARASWAT CO-OPERATIVE BANK LTD.	20190331	12	IGAAP	NA	249244.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.16	7.04	0.96	0.93	4.63	1.8	0.72	0.9	8722.7	11935.7	2139.1	4518.9	7416.8	6435.9	3093.4	770.3	30	25	3	NA	NA	NA	NA	NA	NA	NA	2.92	NA	NA	5.87
215502	SCOTIA BANK	20110331	12	IGAAP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.59	5.29	1.76	3.71	NA	NA	2.2	9.7	96.3	96.3	NA	NA	96.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
215502	SCOTIA BANK	20120331	12	IGAAP	NA	NA	14.93	10.23	14826	NA	NA	NA	NA	NA	NA	14.93	6.01	2.08	3.97	NA	NA	2.24	12.7	96.3	96.3	NA	NA	96.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
218442	SHAMRAO VITHAL CO-OP. BANK LTD.	20090331	12	IGAAP	NA	30378.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.27	10.44	0.77	1.95	NA	NA	1.06	0.4	1615.8	1091.1	NA	NA	1154.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	63.77	NA	NA	NA	7.84
218442	SHAMRAO VITHAL CO-OP. BANK LTD.	20100331	12	IGAAP	NA	35973.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.48	9.73	0.87	2.18	NA	NA	1.1	0.5	1091.1	1057.5	NA	NA	1027.7	NA	661.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	64.62	NA	NA	NA	7.61
218442	SHAMRAO VITHAL CO-OP. BANK LTD.	20110331	12	IGAAP	NA	43656.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.01	9.56	0.69	2.53	NA	NA	1.14	0.5	1057.5	1120.2	NA	NA	1060	NA	787	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	66.59	NA	NA	NA	6.68
